Sample ID,PID,Name,Polymer type,Polymer class,CU formula,Formula weight(FW),Characteristics of material,Material type,Additives,Reference,Trade name/ Grade/ Manufacturer,Remarks,[proc] Compression,[proc] Shape of Test Piece,Molecular weight,[proc] Extrusion,[proc] Stretching,[proc] Remarks,State after processing,Morphology,Melt flow rate,Mixing / Blending method,[proc] Quenching,Stereoregularity,[proc]  Melt casting,[proc] Annealing,[poly] Reactant,[poly] Type,[poly] Polymn. remarks,Degree of polymerization,[proc] Foaming,[proc] Injection,[proc] As received,[proc] Aging,[proc] Aging and thermal shock testing,[proc] batch foaming,[poly] Mechanism,[poly] Style,[poly] Solvent,[poly] Initiator,[poly] Reference,[poly] Polymer reaction condition,[poly] Prepolymer name,Crosslink density,[poly] Additives,[poly] Condition,[proc] as processed,[proc] Extrusion&Compression,[proc] Electrospinning,[proc] Solvent casting,[proc] Electrospinning&Compression,[poly] Catalyst,[poly] Terminator,[poly] Post-treatment,Type of crystal,Other 1st structure info,Crystallinity,log10(thermal_con),thermal_con,[thermal_con] method,[thermal_con] condition,[thermal_con] temp,[thermal_con] remarks,thickness_raw,thickness,log10(thickness)
13440-17-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.167,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Sholex/ 4515F/ Showa Denko Co.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2992962828549806,0.502,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-18-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.286,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Sholex/ 4515F/ Showa Denko Co.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2254830342714504,0.595,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-19-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.375,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Sholex/ 4515F/ Showa Denko Co.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1752235375244543,0.668,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-20-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.444,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Sholex/ 4515F/ Showa Denko Co.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1390633792999063,0.726,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-21-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.5,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Sholex/ 4515F/ Showa Denko Co.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1067932469401519,0.782,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-22-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.545,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Sholex/ 4515F/ Showa Denko Co.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0947439512515487,0.804,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-23-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.6,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Sholex/ 4515F/ Showa Denko Co.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.080398976215889,0.831,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-25-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.167,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Sholex/ 5220F/ Showa Denko Co.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2856702402547669,0.518,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-26-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.286,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Sholex/ 5220F/ Showa Denko Co.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2298847052128984,0.589,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-27-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.375,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Sholex/ 5220F/ Showa Denko Co.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1643094285075744,0.685,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-28-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.5,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Sholex/ 5220F/ Showa Denko Co.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0883098412461388,0.816,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-29-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.545,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Sholex/ 5220F/ Showa Denko Co.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0736575533743449,0.844,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-30-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.6,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Sholex/ 5220F/ Showa Denko Co.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0614802748235081,0.868,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-32-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.167,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Sholex/ 7200F/ Showa Denko Co.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2749054789185309,0.531,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-33-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.286,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Sholex/ 7200F/ Showa Denko Co.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2034256667895703,0.626,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-34-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.375,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Sholex/ 7200F/ Showa Denko Co.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1518108830086013,0.705,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-35-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.444,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Sholex/ 7200F/ Showa Denko Co.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1101382787418115,0.776,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-36-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.545,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Sholex/ 7200F/ Showa Denko Co.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.080398976215889,0.831,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-37-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.6,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Sholex/ 7200F/ Showa Denko Co.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0690509688324769,0.853,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-39-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.286,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Hizex/ 1300J/ Mitsui Petroleum Chem. Ind.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1643094285075744,0.685,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-40-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.375,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Hizex/ 1300J/ Mitsui Petroleum Chem. Ind.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1084625423274355,0.779,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-41-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.444,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Hizex/ 1300J/ Mitsui Petroleum Chem. Ind.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.080398976215889,0.831,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-42-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.5,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Hizex/ 1300J/ Mitsui Petroleum Chem. Ind.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0649968485463452,0.861,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-43-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.545,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Hizex/ 1300J/ Mitsui Petroleum Chem. Ind.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0614802748235081,0.868,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13440-44-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Crystal",Composite,carbon black;wt. fraction;0.60,"Suzuki, Takanori; Fujikura, Yoshiaki; Ozaki, Fumihiko; Ikeda, Susumu , Sen'i Gakkaishi , 49 , 1 , 1-5 (1993)",Hizex/ 1300J/ Mitsui Petroleum Chem. Ind.,carbon black;Toukablack Sheast V,170C 4.9MPa,Disk,,,,"t=1.2-2.5mm,diam.=60mm",,,,Kneaded at 180C 10min by mixing roller(3x6in.),Quenched at 0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.048176964684088,0.895,Schroeder method,333 [K],60.0,Taken from the Fig.,"t=1.2-2.5mm,diam.=60mm",0.00185,-2.7328282715969863
13497-2-1-1,P150011,poly(bisphenol A carbonate),Homopolymer,Polycarbonates/thiocarbonates,C16H14O3,254.28,linear,Composite,pitch based carbon fiber; volume fraction %; 3,"Demain, A.; Issi, J. P. , Journal of Composite Materials , 27 , 7 , 668-683 (1993)",,"polycarbonate, Lexan; 145; General Electric, fiber 500 micro meter long in the composite","270C, 60MPa",Sheet,,,,"l = 35mm, w = 5mm, t = 3mm",,,,"PC diluted in dioxane, fiber incorporated in the soln., then homogenized for 15min using magnetic stirrer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6073030467403343,0.247,Four probe method,"23 [C] ,  Measured in a direction perpendicular to largest faces of plates, called transverse",23.0,Taken from the Fig.,"l = 35mm, w = 5mm, t = 3mm",0.003,-2.5228787452803374
13497-2-1-2,P150011,poly(bisphenol A carbonate),Homopolymer,Polycarbonates/thiocarbonates,C16H14O3,254.28,linear,Composite,pitch based carbon fiber; volume fraction %; 3,"Demain, A.; Issi, J. P. , Journal of Composite Materials , 27 , 7 , 668-683 (1993)",,"polycarbonate, Lexan; 145; General Electric, fiber 500 micro meter long in the composite","270C, 60MPa",Disk,,,,"Diam. = 32mm, t = 3mm",,,,"PC diluted in dioxane, fiber incorporated in the soln., then homogenized for 15min using magnetic stirrer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0043213737826425,1.01,Modified version of guarded hot plate method,"23 [C] ,  Measured in a direction parallel to largest faces of plates, called longitudinal",23.0,Taken from the Fig.,"Diam. = 32mm, t = 3mm",0.003,-2.5228787452803374
13497-3-1-1,P150011,poly(bisphenol A carbonate),Homopolymer,Polycarbonates/thiocarbonates,C16H14O3,254.28,linear,Composite,pitch based carbon fiber; volume fraction %; 10,"Demain, A.; Issi, J. P. , Journal of Composite Materials , 27 , 7 , 668-683 (1993)",,"polycarbonate, Lexan; 145; General Electric, fiber 500 micro meter long in the composite","270C, 60MPa",Sheet,,,,"l = 35mm, w = 5mm, t = 3mm",,,,"PC diluted in dioxane, fiber incorporated in the soln., then homogenized for 15min using magnetic stirrer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4934949675951279,0.321,Four probe method,"23 [C] ,  Measured in a direction perpendicular to largest faces of plates, called transverse",23.0,Taken from the Fig.,"l = 35mm, w = 5mm, t = 3mm",0.003,-2.5228787452803374
13497-3-1-2,P150011,poly(bisphenol A carbonate),Homopolymer,Polycarbonates/thiocarbonates,C16H14O3,254.28,linear,Composite,pitch based carbon fiber; volume fraction %; 10,"Demain, A.; Issi, J. P. , Journal of Composite Materials , 27 , 7 , 668-683 (1993)",,"polycarbonate, Lexan; 145; General Electric, fiber 500 micro meter long in the composite","270C, 60MPa",Disk,,,,"Diam. = 32mm, t = 3mm",,,,"PC diluted in dioxane, fiber incorporated in the soln., then homogenized for 15min using magnetic stirrer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6111920608684343,4.085,Modified version of guarded hot plate method,"23 [C] ,  Measured in a direction parallel to largest faces of plates, called longitudinal",23.0,Taken from the Fig.,"Diam. = 32mm, t = 3mm",0.003,-2.5228787452803374
13497-4-1-1,P150011,poly(bisphenol A carbonate),Homopolymer,Polycarbonates/thiocarbonates,C16H14O3,254.28,linear,Composite,pitch based carbon fiber; volume fraction %; 20,"Demain, A.; Issi, J. P. , Journal of Composite Materials , 27 , 7 , 668-683 (1993)",,"polycarbonate, Lexan; 145; General Electric, fiber 500 micro meter long in the composite","270C, 60MPa",Sheet,,,,"l = 35mm, w = 5mm, t = 3mm",,,,"PC diluted in dioxane, fiber incorporated in the soln., then homogenized for 15min using magnetic stirrer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3010299956639812,0.5,Four probe method,"23 [C] ,  Measured in a direction perpendicular to largest faces of plates, called transverse",23.0,Taken from the Fig.,"l = 35mm, w = 5mm, t = 3mm",0.003,-2.5228787452803374
13497-4-1-2,P150011,poly(bisphenol A carbonate),Homopolymer,Polycarbonates/thiocarbonates,C16H14O3,254.28,linear,Composite,pitch based carbon fiber; volume fraction %; 20,"Demain, A.; Issi, J. P. , Journal of Composite Materials , 27 , 7 , 668-683 (1993)",,"polycarbonate, Lexan; 145; General Electric, fiber 500 micro meter long in the composite","270C, 60MPa",Disk,,,,"Diam. = 32mm, t = 3mm",,,,"PC diluted in dioxane, fiber incorporated in the soln., then homogenized for 15min using magnetic stirrer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0036759025487842,10.085,Modified version of guarded hot plate method,"23 [C] ,  Measured in a direction parallel to largest faces of plates, called longitudinal",23.0,Taken from the Fig.,"Diam. = 32mm, t = 3mm",0.003,-2.5228787452803374
13497-5-1-1,P150011,poly(bisphenol A carbonate),Homopolymer,Polycarbonates/thiocarbonates,C16H14O3,254.28,linear,Composite,pitch based carbon fiber; volume fraction %; 30,"Demain, A.; Issi, J. P. , Journal of Composite Materials , 27 , 7 , 668-683 (1993)",,"polycarbonate, Lexan; 145; General Electric, fiber 500 micro meter long in the composite","270C, 60MPa",Sheet,,,,"l = 35mm, w = 5mm, t = 3mm",,,,"PC diluted in dioxane, fiber incorporated in the soln., then homogenized for 15min using magnetic stirrer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2020403562628038,0.628,Four probe method,"23 [C] ,  Measured in a direction perpendicular to largest faces of plates, called transverse",23.0,Taken from the Fig.,"l = 35mm, w = 5mm, t = 3mm",0.003,-2.5228787452803374
13497-5-1-2,P150011,poly(bisphenol A carbonate),Homopolymer,Polycarbonates/thiocarbonates,C16H14O3,254.28,linear,Composite,pitch based carbon fiber; volume fraction %; 30,"Demain, A.; Issi, J. P. , Journal of Composite Materials , 27 , 7 , 668-683 (1993)",,"polycarbonate, Lexan; 145; General Electric, fiber 500 micro meter long in the composite","270C, 60MPa",Disk,,,,"Diam. = 32mm, t = 3mm",,,,"PC diluted in dioxane, fiber incorporated in the soln., then homogenized for 15min using magnetic stirrer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9854264740830015,9.67,Modified version of guarded hot plate method,"23 [C] ,  Measured in a direction parallel to largest faces of plates, called longitudinal",23.0,Taken from the Fig.,"Diam. = 32mm, t = 3mm",0.003,-2.5228787452803374
13553-2-1-1,P050002,poly(vinyl chloride),Homopolymer,"Polyvinyls, Polyhalo-olefins",C2H3Cl,62.5,linear,Composite,CaCO3; %; 34,"El-Sharkawy, Abdelwahab A.; Hilal, Amina S.; Abousehly, Abdelsalam M.; Abd El-Hakim, Abo A. , High Temperatures - High Pressures , 24 , 3 , 323-328 (1992)",,"PVC of K value 65 used as matrix, PVC supplied by Egyptian Petrochemicals Company",,,,,,,,,,"calcium carbonate treated with stearic acid, PVC powder blended with the treated CaCO3 in Erweke rotatable homogeniser",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.744727494896694,0.18,Laser flash,323 [K],50.0,Taken from the Fig.,,,
13553-3-1-1,P050002,poly(vinyl chloride),Homopolymer,"Polyvinyls, Polyhalo-olefins",C2H3Cl,62.5,linear,Composite,CaCO3; %; 50,"El-Sharkawy, Abdelwahab A.; Hilal, Amina S.; Abousehly, Abdelsalam M.; Abd El-Hakim, Abo A. , High Temperatures - High Pressures , 24 , 3 , 323-328 (1992)",,"PVC of K value 65 used as matrix, PVC supplied by Egyptian Petrochemicals Company",,,,,,,,,,"calcium carbonate treated with stearic acid, PVC powder blended with the treated CaCO3 in Erweke rotatable homogeniser",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6989700043360187,0.2,Laser flash,323 [K],50.0,Taken from the Fig.,,,
