Sample ID,PID,Name,Polymer type,Polymer class,CU formula,Formula weight(FW),Trade name/ Grade/ Manufacturer,Characteristics of material,Material type,Additives,[proc] Compression,[proc] Shape of Test Piece,[proc] Remarks,Reference,Sequence info,Remarks,Mixing / Blending method,State after processing,Molecular weight,Stereoregularity,[proc] Quenching,Melt flow rate,[proc] Extrusion,[proc] Solvent casting,[poly] Reactant,[poly] Type,[poly] Style,[proc] Aging,[proc] Injection,[poly] Mechanism,[poly] Initiator,[poly] Additives,[poly] Condition,[poly] Post-treatment,[poly] Polymn. remarks,[proc] Heating-cooling cycle,[poly] Solvent,[poly] Reference,[proc] Spinning,[proc] Solvent casting & Compression,[proc] Solvent casting&Reaction molding,Morphology,Type of crystal,[proc] Heat-treatment,[proc] Stretching,[proc] Quenching&Annealing,[proc] Annealing,[proc] Annealing&Cooling,[proc] Electrospinning,[proc] Solvent casting&Compression,[proc] Annealing&single shear deformation,[proc] Annealing&double shear deformation,[proc] Gelation/crystn. from dil. soln.,Crystallinity,[proc] Annealing&Shear deformation,[proc] Dip coating,Other 1st structure info,[poly] Catalyst,[poly] Terminator,[proc] Microinjection-compression,[proc] Microinjection,[proc] as processed,[proc] Spin coating,[proc] Coating,[poly] Prepolymer name,[poly] Polymer reaction condition,[proc] Soln. blow spinning,Doping agent,Branch/crosslink info,[proc] Crystallization,[proc] Bulk foaming,[proc] Sulfonation,[proc] spin coating,[proc] sintering,[proc] Thermal treatment,Method,Condition,Related Info.,elecon,log10(elecon),[elecon] condition,[elecon] remarks,[elecon] method,[elecon] temp,thickness_raw,thickness,log10(thickness)
14368-3-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear,Thermoplastic,Semiconductive",Composite,carbon black (S6);vol%;ca.19 (ca.28wt%),"Compressed under increasing pressure (2MPa/5min, 10MPa/3min and 30MPa/2min)",Film,t = 1 and 2mm," Applied Physics , 29 , 5 , 1360-1366 (1996)",,"PE; Produced by Blachownia, Kedzierzyn-Kozle, carbon black (S6);Sakap 6;Carbochem (Poland)",Mixed in two-roller lab. mill for 25min at 423K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e-05,-5.0,"23 [C] , 10V/cm","RT, taken from the Fig.3",Four-probe method,23.0,t = 1 and 2mm,,
14368-4-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear,Thermoplastic,Semiconductive",Composite,carbon black (S6);vol%;ca.21 (ca.31wt%),"Compressed under increasing pressure (2MPa/5min, 10MPa/3min and 30MPa/2min)",Film,t = 1 and 2mm," Applied Physics , 29 , 5 , 1360-1366 (1996)",,"PE; Produced by Blachownia, Kedzierzyn-Kozle, carbon black (S6);Sakap 6;Carbochem (Poland)",Mixed in two-roller lab. mill for 25min at 423K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,-3.0,"23 [C] , 10V/cm","RT, taken from the Fig.3",Four-probe method,23.0,t = 1 and 2mm,,
14368-5-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear,Thermoplastic,Semiconductive",Composite,carbon black (S6);vol%;ca.23 (ca.33wt%),"Compressed under increasing pressure (2MPa/5min, 10MPa/3min and 30MPa/2min)",Film,t = 1 and 2mm," Applied Physics , 29 , 5 , 1360-1366 (1996)",,"PE; Produced by Blachownia, Kedzierzyn-Kozle, carbon black (S6);Sakap 6;Carbochem (Poland)",Mixed in two-roller lab. mill for 25min at 423K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,-1.6989700043360187,"23 [C] , 10V/cm","RT, taken from the Fig.3",Four-probe method,23.0,t = 1 and 2mm,,
14368-6-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear,Thermoplastic,Semiconductive",Composite,carbon black (S6);vol%;ca.25 (ca.36wt%),"Compressed under increasing pressure (2MPa/5min, 10MPa/3min and 30MPa/2min)",Film,t = 1 and 2mm," Applied Physics , 29 , 5 , 1360-1366 (1996)",,"PE; Produced by Blachownia, Kedzierzyn-Kozle, carbon black (S6);Sakap 6;Carbochem (Poland)",Mixed in two-roller lab. mill for 25min at 423K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,-1.154901959985743,"23 [C] , 10V/cm","RT, taken from the Fig.3",Four-probe method,23.0,t = 1 and 2mm,,
14368-7-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear,Thermoplastic,Semiconductive",Composite,carbon black (EC);vol%;ca.3 (ca.5wt%),"Compressed under increasing pressure (2MPa/5min, 10MPa/3min and 30MPa/2min)",Film,t = 1 and 2mm," Applied Physics , 29 , 5 , 1360-1366 (1996)",,"PE; Produced by Blachownia, Kedzierzyn-Kozle, carbon black (EC);Printex XE 2 extra-conductive black obtained from Degssa AG",Mixed in two-roller lab. mill for 25min at 423K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e-14,-14.0,"23 [C] , 10kV/cm","RT, taken from the Fig.3",Three-electrode sandwich-type system,23.0,t = 1 and 2mm,,
14368-8-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear,Thermoplastic,Semiconductive",Composite,carbon black (EC);vol%;ca.5 (ca.7wt%),"Compressed under increasing pressure (2MPa/5min, 10MPa/3min and 30MPa/2min)",Film,t = 1 and 2mm," Applied Physics , 29 , 5 , 1360-1366 (1996)",,"PE; Produced by Blachownia, Kedzierzyn-Kozle, carbon black (EC);Printex XE 2 extra-conductive black obtained from Degssa AG",Mixed in two-roller lab. mill for 25min at 423K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e-05,-5.0,"23 [C] , 10V/cm","RT, taken from the Fig.3",Four-probe method,23.0,t = 1 and 2mm,,
14368-9-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear,Thermoplastic,Semiconductive",Composite,carbon black (EC);vol%;ca.7 (ca.10wt%),"Compressed under increasing pressure (2MPa/5min, 10MPa/3min and 30MPa/2min)",Film,t = 1 and 2mm," Applied Physics , 29 , 5 , 1360-1366 (1996)",,"PE; Produced by Blachownia, Kedzierzyn-Kozle, carbon black (EC);Printex XE 2 extra-conductive black obtained from Degssa AG",Mixed in two-roller lab. mill for 25min at 423K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,-1.6989700043360187,"23 [C] , 10V/cm","RT, taken from the Fig.3",Four-probe method,23.0,t = 1 and 2mm,,
14368-10-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear,Thermoplastic,Semiconductive",Composite,carbon black (EC);vol%;ca.9 (ca.13wt%),"Compressed under increasing pressure (2MPa/5min, 10MPa/3min and 30MPa/2min)",Film,t = 1 and 2mm," Applied Physics , 29 , 5 , 1360-1366 (1996)",,"PE; Produced by Blachownia, Kedzierzyn-Kozle, carbon black (EC);Printex XE 2 extra-conductive black obtained from Degssa AG",Mixed in two-roller lab. mill for 25min at 423K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,-1.0,"23 [C] , 10V/cm","RT, taken from the Fig.3",Four-probe method,23.0,t = 1 and 2mm,,
14368-11-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear,Thermoplastic,Semiconductive",Composite,carbon black (EC);vol%;ca.12 (ca.17wt%),"Compressed under increasing pressure (2MPa/5min, 10MPa/3min and 30MPa/2min)",Film,t = 1 and 2mm," Applied Physics , 29 , 5 , 1360-1366 (1996)",,"PE; Produced by Blachownia, Kedzierzyn-Kozle, carbon black (EC);Printex XE 2 extra-conductive black obtained from Degssa AG",Mixed in two-roller lab. mill for 25min at 423K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.6989700043360187,"23 [C] , 10V/cm","RT, taken from the Fig.3",Four-probe method,23.0,t = 1 and 2mm,,
14368-12-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear,Thermoplastic,Semiconductive",Composite,carbon black (EC);vol%;ca.14 (ca.20wt%),"Compressed under increasing pressure (2MPa/5min, 10MPa/3min and 30MPa/2min)",Film,t = 1 and 2mm," Applied Physics , 29 , 5 , 1360-1366 (1996)",,"PE; Produced by Blachownia, Kedzierzyn-Kozle, carbon black (EC);Printex XE 2 extra-conductive black obtained from Degssa AG",Mixed in two-roller lab. mill for 25min at 423K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,-0.3010299956639812,"23 [C] , 10V/cm","RT, taken from the Fig.3",Four-probe method,23.0,t = 1 and 2mm,,
14368-13-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear,Thermoplastic,Semiconductive",Composite,carbon black (EC);vol%;ca.18 (ca.26wt%),"Compressed under increasing pressure (2MPa/5min, 10MPa/3min and 30MPa/2min)",Film,t = 1 and 2mm," Applied Physics , 29 , 5 , 1360-1366 (1996)",,"PE; Produced by Blachownia, Kedzierzyn-Kozle, carbon black (EC);Printex XE 2 extra-conductive black obtained from Degssa AG",Mixed in two-roller lab. mill for 25min at 423K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,-0.0457574905606751,"23 [C] , 10V/cm","RT, taken from the Fig.3",Four-probe method,23.0,t = 1 and 2mm,,
14744-1-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,Petrosen 342/ / Toso Co.,"linear,Thermoplastic,Electroconductive",Composite,Carbon black;phr;5,At 120C for 1E(4) second under a pressure of 17.64MPa,Film,t=0.5mm,"Sumita, M.; Takenaka, K.; Asai, S. , Composite Interfaces , 3 , 3 , 253-262 (1995)",,"Carbon black(Seast 300, 27nm in diameter from Tokai Carbon Co.)",LDPE and Carbon black were mixed with a two roll mill for 10min at 120C,,,,Quenching into ice water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e-08,-8.0,"20 [C] , In dry air",Taken from the FIg.,Using a Takeda Riken TR-84M vibrating electrometer or a Toa digital multimeter DMM-126A-type apparatus,20.0,t=0.5mm,0.0005,-3.3010299956639813
14744-2-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,Petrosen 342/ / Toso Co.,"linear,Thermoplastic,Electroconductive",Composite,Carbon black;phr;7.5,At 120C for 1E(4) second under a pressure of 17.64MPa,Film,t=0.5mm,"Sumita, M.; Takenaka, K.; Asai, S. , Composite Interfaces , 3 , 3 , 253-262 (1995)",,"Carbon black(Seast 300, 27nm in diameter from Tokai Carbon Co.)",LDPE and Carbon black were mixed with a two roll mill for 10min at 120C,,,,Quenching into ice water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2e-07,-6.494850021680094,"20 [C] , In dry air",Taken from the FIg.,Using a Takeda Riken TR-84M vibrating electrometer or a Toa digital multimeter DMM-126A-type apparatus,20.0,t=0.5mm,0.0005,-3.3010299956639813
14744-3-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,Petrosen 342/ / Toso Co.,"linear,Thermoplastic,Electroconductive",Composite,Carbon black;phr;10,At 120C for 1E(4) second under a pressure of 17.64MPa,Film,t=0.5mm,"Sumita, M.; Takenaka, K.; Asai, S. , Composite Interfaces , 3 , 3 , 253-262 (1995)",,"Carbon black(Seast 300, 27nm in diameter from Tokai Carbon Co.)",LDPE and Carbon black were mixed with a two roll mill for 10min at 120C,,,,Quenching into ice water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3e-05,-4.200659450546418,"20 [C] , In dry air",Taken from the FIg.,Using a Takeda Riken TR-84M vibrating electrometer or a Toa digital multimeter DMM-126A-type apparatus,20.0,t=0.5mm,0.0005,-3.3010299956639813
14744-4-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,Petrosen 342/ / Toso Co.,"linear,Thermoplastic,Electroconductive",Composite,Carbon black;phr;12.5,At 120C for 4.8E(2) second under a pressure of 17.64MPa,Film,t=0.5mm,"Sumita, M.; Takenaka, K.; Asai, S. , Composite Interfaces , 3 , 3 , 253-262 (1995)",,"Carbon black(Seast 300, 27nm in diameter from Tokai Carbon Co.)",LDPE and Carbon black were mixed with a two roll mill for 10min at 120C,,,,Quenching into ice water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e-06,-5.154901959985743,"20 [C] , In dry air",Taken from the FIg.,Using a Takeda Riken TR-84M vibrating electrometer or a Toa digital multimeter DMM-126A-type apparatus,20.0,t=0.5mm,0.0005,-3.3010299956639813
14744-5-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,Petrosen 342/ / Toso Co.,"linear,Thermoplastic,Electroconductive",Composite,Carbon black;phr;15,At 120C for 1E(4) second under a pressure of 17.64MPa,Film,t=0.5mm,"Sumita, M.; Takenaka, K.; Asai, S. , Composite Interfaces , 3 , 3 , 253-262 (1995)",,"Carbon black(Seast 300, 27nm in diameter from Tokai Carbon Co.)",LDPE and Carbon black were mixed with a two roll mill for 10min at 120C,,,,Quenching into ice water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00032,-3.494850021680094,"20 [C] , In dry air",Taken from the FIg.,Using a Takeda Riken TR-84M vibrating electrometer or a Toa digital multimeter DMM-126A-type apparatus,20.0,t=0.5mm,0.0005,-3.3010299956639813
14798-2-1-1,P100004,poly(hexano-6-lactam),Homopolymer,Polyamides/thioamides,C6H11NO,113.16,,"linear,Electroconductive,Crystal",Composite,Cu particle;wt%;ca 13,"20.0MPa,220C for 20min",Disk,30(d)*3(t)mm,"Larena, Alicia; Pinto, Gabriel , Polymer Composites , 16 , 6 , 536-541 (1995)",,"Cu particle,size;200-500micron,density;8.92g/cm3,elec. resistivity;1.60E(-6)ohm*cm",Powder of nylon 6 and Cu particles mixed for 12h in internal mixer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3e-12,-11.886056647693165,,Taken from the Fig.3,Two-point probe method,,30(d)*3(t)mm,,
14798-3-1-1,P100004,poly(hexano-6-lactam),Homopolymer,Polyamides/thioamides,C6H11NO,113.16,,"linear,Electroconductive,Crystal",Composite,Cu particle;wt%;ca 41,"20.0MPa,220C for 20min",Disk,30(d)*3(t)mm,"Larena, Alicia; Pinto, Gabriel , Polymer Composites , 16 , 6 , 536-541 (1995)",,"Cu particle,size;200-500micron,density;8.92g/cm3,elec. resistivity;1.60E(-6)ohm*cm",Powder of nylon 6 and Cu particles mixed for 12h in internal mixer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2e-12,-11.494850021680094,,Taken from the Fig.3,Two-point probe method,,30(d)*3(t)mm,,
14798-4-1-1,P100004,poly(hexano-6-lactam),Homopolymer,Polyamides/thioamides,C6H11NO,113.16,,"linear,Electroconductive,Crystal",Composite,Cu particle;wt%;ca 60,"20.0MPa,220C for 20min",Disk,30(d)*3(t)mm,"Larena, Alicia; Pinto, Gabriel , Polymer Composites , 16 , 6 , 536-541 (1995)",,"Cu particle,size;200-500micron,density;8.92g/cm3,elec. resistivity;1.60E(-6)ohm*cm",Powder of nylon 6 and Cu particles mixed for 12h in internal mixer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,Taken from the Fig.3,Two-point probe method,,30(d)*3(t)mm,,
14798-5-1-1,P100004,poly(hexano-6-lactam),Homopolymer,Polyamides/thioamides,C6H11NO,113.16,,"linear,Electroconductive,Crystal",Composite,Cu particle;wt%;ca 80,"20.0MPa,220C for 20min",Disk,30(d)*3(t)mm,"Larena, Alicia; Pinto, Gabriel , Polymer Composites , 16 , 6 , 536-541 (1995)",,"Cu particle,size;200-500micron,density;8.92g/cm3,elec. resistivity;1.60E(-6)ohm*cm",Powder of nylon 6 and Cu particles mixed for 12h in internal mixer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,-0.2218487496163564,,Taken from the Fig.3,Two-point probe method,,30(d)*3(t)mm,,
14798-6-1-1,P100004,poly(hexano-6-lactam),Homopolymer,Polyamides/thioamides,C6H11NO,113.16,,"linear,Electroconductive,Crystal",Composite,Cu particle;wt%;92,"20.0MPa,220C for 20min",Disk,30(d)*3(t)mm,"Larena, Alicia; Pinto, Gabriel , Polymer Composites , 16 , 6 , 536-541 (1995)",,"Cu particle,size;200-500micron,density;8.92g/cm3,elec. resistivity;1.60E(-6)ohm*cm",Powder of nylon 6 and Cu particles mixed for 12h in internal mixer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,-0.2218487496163564,,Taken from the Fig.3,Two-point probe method,,30(d)*3(t)mm,,
14798-7-1-1,P100004,poly(hexano-6-lactam),Homopolymer,Polyamides/thioamides,C6H11NO,113.16,,"linear,Electroconductive,Crystal",Composite,Cu particle;wt%;ca 15,"20.0MPa,220C for 20min",Disk,30(d)*3(t)mm,"Larena, Alicia; Pinto, Gabriel , Polymer Composites , 16 , 6 , 536-541 (1995)",,"Cu particle,size;75-150micron,density;8.92g/cm3,elec. resistivity;1.60E(-6)ohm*cm",Powder of nylon 6 and Cu particles mixed for 12h in internal mixer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2e-12,-11.920818753952377,,Taken from the Fig.3,Two-point probe method,,30(d)*3(t)mm,,
14798-8-1-1,P100004,poly(hexano-6-lactam),Homopolymer,Polyamides/thioamides,C6H11NO,113.16,,"linear,Electroconductive,Crystal",Composite,Cu particle;wt%;ca 45,"20.0MPa,220C for 20min",Disk,30(d)*3(t)mm,"Larena, Alicia; Pinto, Gabriel , Polymer Composites , 16 , 6 , 536-541 (1995)",,"Cu particle,size;75-150micron,density;8.92g/cm3,elec. resistivity;1.60E(-6)ohm*cm",Powder of nylon 6 and Cu particles mixed for 12h in internal mixer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,Taken from the Fig.3,Two-point probe method,,30(d)*3(t)mm,,
14798-9-1-1,P100004,poly(hexano-6-lactam),Homopolymer,Polyamides/thioamides,C6H11NO,113.16,,"linear,Electroconductive,Crystal",Composite,Cu particle;wt%;ca 82,"20.0MPa,220C for 20min",Disk,30(d)*3(t)mm,"Larena, Alicia; Pinto, Gabriel , Polymer Composites , 16 , 6 , 536-541 (1995)",,"Cu particle,size;75-150micron,density;8.92g/cm3,elec. resistivity;1.60E(-6)ohm*cm",Powder of nylon 6 and Cu particles mixed for 12h in internal mixer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,-0.0457574905606751,,Taken from the Fig.3,Two-point probe method,,30(d)*3(t)mm,,
14798-10-1-1,P100004,poly(hexano-6-lactam),Homopolymer,Polyamides/thioamides,C6H11NO,113.16,,"linear,Electroconductive,Crystal",Composite,Cu particle;wt%;92,"20.0MPa,220C for 20min",Disk,30(d)*3(t)mm,"Larena, Alicia; Pinto, Gabriel , Polymer Composites , 16 , 6 , 536-541 (1995)",,"Cu particle,size;75-150micron,density;8.92g/cm3,elec. resistivity;1.60E(-6)ohm*cm",Powder of nylon 6 and Cu particles mixed for 12h in internal mixer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,Taken from the Fig.3,Two-point probe method,,30(d)*3(t)mm,,
14798-11-1-1,P100004,poly(hexano-6-lactam),Homopolymer,Polyamides/thioamides,C6H11NO,113.16,,"linear,Electroconductive,Crystal",Composite,Cu particle;wt%;ca 14,"20.0MPa,220C for 20min",Disk,30(d)*3(t)mm,"Larena, Alicia; Pinto, Gabriel , Polymer Composites , 16 , 6 , 536-541 (1995)",,"Cu particle,size;25-50micron,density;8.92g/cm3,elec. resistivity;1.60E(-6)ohm*cm",Powder of nylon 6 and Cu particles mixed for 12h in internal mixer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2e-12,-11.920818753952377,,Taken from the Fig.3,Two-point probe method,,30(d)*3(t)mm,,
14798-12-1-1,P100004,poly(hexano-6-lactam),Homopolymer,Polyamides/thioamides,C6H11NO,113.16,,"linear,Electroconductive,Crystal",Composite,Cu particle;wt%;ca 39,"20.0MPa,220C for 20min",Disk,30(d)*3(t)mm,"Larena, Alicia; Pinto, Gabriel , Polymer Composites , 16 , 6 , 536-541 (1995)",,"Cu particle,size;25-50micron,density;8.92g/cm3,elec. resistivity;1.60E(-6)ohm*cm",Powder of nylon 6 and Cu particles mixed for 12h in internal mixer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,Taken from the Fig.3,Two-point probe method,,30(d)*3(t)mm,,
14798-13-1-1,P100004,poly(hexano-6-lactam),Homopolymer,Polyamides/thioamides,C6H11NO,113.16,,"linear,Electroconductive,Crystal",Composite,Cu particle;wt%;ca 66,"20.0MPa,220C for 20min",Disk,30(d)*3(t)mm,"Larena, Alicia; Pinto, Gabriel , Polymer Composites , 16 , 6 , 536-541 (1995)",,"Cu particle,size;25-50micron,density;8.92g/cm3,elec. resistivity;1.60E(-6)ohm*cm",Powder of nylon 6 and Cu particles mixed for 12h in internal mixer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,-0.3979400086720376,,Taken from the Fig.3,Two-point probe method,,30(d)*3(t)mm,,
14798-14-1-1,P100004,poly(hexano-6-lactam),Homopolymer,Polyamides/thioamides,C6H11NO,113.16,,"linear,Electroconductive,Crystal",Composite,Cu particle;wt%;ca 80,"20.0MPa,220C for 20min",Disk,30(d)*3(t)mm,"Larena, Alicia; Pinto, Gabriel , Polymer Composites , 16 , 6 , 536-541 (1995)",,"Cu particle,size;25-50micron,density;8.92g/cm3,elec. resistivity;1.60E(-6)ohm*cm",Powder of nylon 6 and Cu particles mixed for 12h in internal mixer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,-0.3979400086720376,,Taken from the Fig.3,Two-point probe method,,30(d)*3(t)mm,,
14828-2-1-2,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear,Thermoplastic",Composite,carbon black (CB);wt%;5,,Disk,"d = 100mm, t = 2mm","Ou, Yu-Chun; Zhu, Jin; Feng, Yu-Peng , Journal of Applied Polymer Science , 59 , 2 , 287-294 (1996)",,,"[Mechanical mixing] Melt mixed in Brabender twin-screw extruder at 210-220C, 30rpm",,,,,"4.8([Not Reported],[Not Reported],,)","210-220C, 30rpm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e-14,-13.30102999566398,,Taken from the Fig.2,High resistance tester,,"d = 100mm, t = 2mm",0.002,-2.6989700043360187
14828-3-1-2,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear & crosslinked,Thermoplastic",Composite,carbon black (CB);wt%;10,,Disk,"d = 100mm, t = 2mm","Ou, Yu-Chun; Zhu, Jin; Feng, Yu-Peng , Journal of Applied Polymer Science , 59 , 2 , 287-294 (1996)",,,"[Mechanical mixing] Melt mixed in Brabender twin-screw extruder at 210-220C, 30rpm",,,,,"4.8([Not Reported],[Not Reported],,)","210-220C, 30rpm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e-13,-13.0,,Taken from the Fig.2,High resistance tester,,"d = 100mm, t = 2mm",0.002,-2.6989700043360187
14828-4-1-2,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear & crosslinked,Thermoplastic",Composite,carbon black (CB);wt%;15,,Disk,"d = 100mm, t = 2mm","Ou, Yu-Chun; Zhu, Jin; Feng, Yu-Peng , Journal of Applied Polymer Science , 59 , 2 , 287-294 (1996)",,,"[Mechanical mixing] Melt mixed in Brabender twin-screw extruder at 210-220C, 30rpm",,,,,"4.8([Not Reported],[Not Reported],,)","210-220C, 30rpm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e-13,-12.30102999566398,,Taken from the Fig.2,High resistance tester,,"d = 100mm, t = 2mm",0.002,-2.6989700043360187
14828-5-1-2,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear & crosslinked,Thermoplastic",Composite,carbon black (CB);wt%;20,,Disk,"d = 100mm, t = 2mm","Ou, Yu-Chun; Zhu, Jin; Feng, Yu-Peng , Journal of Applied Polymer Science , 59 , 2 , 287-294 (1996)",,,"[Mechanical mixing] Melt mixed in Brabender twin-screw extruder at 210-220C, 30rpm",,,,,"4.8([Not Reported],[Not Reported],,)","210-220C, 30rpm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e-12,-11.522878745280336,,Taken from the Fig.2,High resistance tester,,"d = 100mm, t = 2mm",0.002,-2.6989700043360187
14828-6-1-2,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear & crosslinked,Thermoplastic",Composite,carbon black (CB);wt%;30,,Disk,"d = 100mm, t = 2mm","Ou, Yu-Chun; Zhu, Jin; Feng, Yu-Peng , Journal of Applied Polymer Science , 59 , 2 , 287-294 (1996)",,,"[Mechanical mixing] Melt mixed in Brabender twin-screw extruder at 210-220C, 30rpm",,,,,"4.8([Not Reported],[Not Reported],,)","210-220C, 30rpm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,-4.0,,Taken from the Fig.2,Bridge tester,,"d = 100mm, t = 2mm",0.002,-2.6989700043360187
15201-2-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,linear,Composite,copper particles; vol%; 5,,,,"Agari, Yasuyuki; Shimada, Masayuki; Ueda, Akira , Netsu Bussei , 9 , 1 , 17-23 (1995)",,copper particle size = 23 micro meter,polyethylene melt-mixed with copper particles at 453K for 10min,,Unknown=5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9e-14,-13.102372908709558,"296 [K] ,  Sample thickness 0.4mm",Taken from the Fig.,,23.0,,,
